,Systemnummer,MMS-ID,Volltext,Barcode,Verfasser ; GND-ID,Werktitel,Reihentitel ; Bandzählung,Haupttitel ; Titelzusatz ; Verantwortlichkeitsangabe,Bandzählung ; Titel des Bandes,Ausgabe,Verlagsort,Verlagsort normiert ; GND-ID,Druckort normiert ; GND-ID,Verleger und Drucker,Verleger normiert ; GND-ID,Drucker normiert ; GND-ID,Erscheinungsjahr,Erscheinungsjahr Sortierform,Kollation,Illustrationen,Anzahl Illustrationen,Anzahl Karten,Format,Anm. zu Illustrationen,Bibliografie,Anmerkungen,Anm. zu Kollation,Sprache,Originalsprache,Bemerkung zur Sprache,Standardnummer,Weitere Verfasser ; GND-ID,Herausgeber ; GND-ID,Übersetzer ; GND-ID,Beiträger ; GND-ID,Weitere Beteiligte ; GND-ID,Illustratoren ; GND-ID,Widmender ; GND-ID,Widmungsempfänger ; GND-ID,Art des Inhalts,Inhalt,Werke in Relation,Schlagworte,Marker,Zusammenstellung,Signatur,Standort,VD17
AC10013718,AC10013718,990031735370603338,http://data.onb.ac.at/ABO/%2BZ176511506,Z176511506,"Kinglake, Alexander William",,,Eothen. 4. ed.,,,London,,,Ollivier,,,1845,1845,,,,,,,,,,eng,,,,,,,,,,,,,,,Levante ; Reise,,,35917-B MAG,ZALT,
AC11799113,AC11799113,990045706760603338,http://data.onb.ac.at/ABO/%2BZ18099300X,Z18099300X,"Stocqueler, Joachim H. ; http://d-nb.info/gnd/101655215","Fifteen Months' Pilgrimage Through Untrodden Tracts Of Khuzistan And Persia, In A Journey From India To England, Through Parts Of Turkish Arabia, Persia, Armenia, Russia, and Germany. Performed In The Years 1831 And 1832",,"Fifteen Months' Pilgrimage Through Untrodden Tracts Of Khuzistan And Persia, In A Journey From India To England, Through Parts Of Turkish Arabia, Persia, Armenia, Russia, and Germany. Performed In The Years 1831 And 1832",1,,London,,,Saunders And Otley,,,1832,1832,,,,,,,,,,eng,,,,,,,,,,,,,,,Iran ; Reise,,,BE.3.W.91.(Vol.1) PRUNK,ZALT,
AC11799118,AC11799118,990045706770603338,http://data.onb.ac.at/ABO/%2BZ180992900,Z180992900,"Stocqueler, Joachim H. ; http://d-nb.info/gnd/101655215","Fifteen Months' Pilgrimage Through Untrodden Tracts Of Khuzistan And Persia, In A Journey From India To England, Through Parts Of Turkish Arabia, Persia, Armenia, Russia, and Germany. Performed In The Years 1831 And 1832",,"Fifteen Months' Pilgrimage Through Untrodden Tracts Of Khuzistan And Persia, In A Journey From India To England, Through Parts Of Turkish Arabia, Persia, Armenia, Russia, and Germany. Performed In The Years 1831 And 1832",2,,London,,,Saunders And Otley,,,1832,1832,,,,,,,,,,eng,,,,,,,,,,,,,,,Iran ; Reise,,,BE.3.W.91.(Vol.2) PRUNK,ZALT,
AC11620812,AC11620812,990045055880603338,http://data.onb.ac.at/ABO/%2BZ181597009,Z181597009,"Leyden, John ; http://d-nb.info/gnd/128604026",Historical Account Of Discoveries and Travels In Africa,,"Historical Account Of Discoveries and Travels In Africa $ Enlarged, And Completed To The Present Time, With Illustrations Of Its Geography And Natural History, As Well As Of The Moral And Social Condition Of Its Inhabitants. By Hugh Murray",1,,Edinburgh,,,Ramsay [u.a.],,,1817,1817,"XX, 512 S., [2] gef. Bl.","2 Ill., Kt.",,,,,,,,eng,,,,,"Murray, Hugh ; http://d-nb.info/gnd/128601736",,,,,,,,,,Afrika ; Entdeckungsreise ; Geschichte,,,BE.3.O.67.(Vol.1) PRUNK,ZALT,
AC11620815,AC11620815,990045055890603338,http://data.onb.ac.at/ABO/%2BZ181597101,Z181597101,"Leyden, John ; http://d-nb.info/gnd/128604026",Historical Account Of Discoveries and Travels In Africa,,"Historical Account Of Discoveries and Travels In Africa $ Enlarged, And Completed To The Present Time, With Illustrations Of Its Geography And Natural History, As Well As Of The Moral And Social Condition Of Its Inhabitants. By Hugh Murray",2,,Edinburgh,,,Ramsay [u.a.],,,1817,1817,"VIII, 536 S., [3] teilw. gef. Bl.","3 Ill., Kt.",,,,,,,,eng,,,,,"Murray, Hugh ; http://d-nb.info/gnd/128601736",,,,,,,,,,Afrika ; Entdeckungsreise ; Geschichte,,,BE.3.O.67.(Vol.2) PRUNK,ZALT,
AC14502928,AC14502928,990057737250603338,http://data.onb.ac.at/ABO/%2BZ260097106,Z260097106,"Murray, Hugh ; http://d-nb.info/gnd/128601736",Historical account of discoveries and travels in Asia,,Historical account of discoveries and travels in Asia $ from the earliest ages to the present time,1,,Edinburgh $ London,,,Constable $ Longman,,,1820,1820,"XVI, 517 S.",Kt.,,,,,,,,eng,,,,,,,,,,,,,,,Asien ; Entdeckungsreise ; Geschichte,,,393160-B.1 MAG,ZKAR,
AC14502940,AC14502940,990057737280603338,http://data.onb.ac.at/ABO/%2BZ260097209,Z260097209,"Murray, Hugh ; http://d-nb.info/gnd/128601736",Historical account of discoveries and travels in Asia,,Historical account of discoveries and travels in Asia $ from the earliest ages to the present time,2,,Edinburgh $ London,,,Constable $ Longman,,,1820,1820,"VIII, 525 S.",Kt.,,,,,,,,eng,,,,,,,,,,,,,,,Asien ; Entdeckungsreise ; Geschichte,,,393160-B.2 MAG,ZKAR,
AC14502948,AC14502948,990057737310603338,http://data.onb.ac.at/ABO/%2BZ260097301,Z260097301,"Murray, Hugh ; http://d-nb.info/gnd/128601736",Historical account of discoveries and travels in Asia,,Historical account of discoveries and travels in Asia $ from the earliest ages to the present time,3,,Edinburgh $ London,,,Constable $ Longman,,,1820,1820,"VIII, 544 S.",KT.,,,,,,,,eng,,,,,,,,,,,,,,,Asien ; Entdeckungsreise ; Geschichte,,,393160-B.3 MAG,ZKAR,
AC15248680,AC15248680,9958531679603338,,,"Roberts, David ; http://d-nb.info/gnd/118601520",<<The>> Holy Land,,"<<The>> Holy Land $ Syria, Idumea, Arabia, Egypt, et Nubia $ from drawings made on the spot by David Roberts. With historical descriptions by William Brockedon. Lithographed by Louis Haghe",Vol. 5 ; Egypt & Nubia ; [Vol. II],,London,,,Moon,,,1849,1849,[66] Bl.,"zahlr. Ill., Kt.",,,,,,,,eng,,,,,,,"Brockedon, William ; http://d-nb.info/gnd/12840194X",,"Haghe, Louis ; http://d-nb.info/gnd/136781640",,,,,,,TravelogueE19 Orient,,1208210-F.5 MAG,ZFID,
AC15248700,AC15248700,9958531679403338,,,"Roberts, David ; http://d-nb.info/gnd/118601520",<<The>> Holy Land,,"<<The>> Holy Land $ Syria, Idumea, Arabia, Egypt, et Nubia. $ from drawings made on the spot by David Roberts. With historical descriptions by William Brockedon. Lithographed by Louis Haghe",[Vol. 6] ; Egypt & Nubia ; [Vol. III],,London,,,Moon,,,1849,1849,[56] Bl.,zahlr. Ill.,,,,,,,,eng,,,,,,,"Brockedon, William ; http://d-nb.info/gnd/12840194X",,"Haghe, Louis ; http://d-nb.info/gnd/136781640",,,,,,,TravelogueE19 Orient,,1208210-F.6 MAG,ZFID,
AC15248581,AC15248581,9958531680003338,,,"Roberts, David ; http://d-nb.info/gnd/118601520",<<The>> Holy Land,,"<<The>> Holy Land $ Syria, Idumea, Arabia, Egypt, et Nubia. $ from drawings made on the spot by David Roberts. With historical descriptions. by  William Brockedon. Lithographed by Louis Haghe",[Vol. 4] ; Egypt & Nubia ; Vol. I,,London,,,Moon,,,1846,1846,"[3] Bl., 8 S., [63] Bl",zahlr. Ill.,,,,,,,,eng,,,,,,,"Brockedon, William ; http://d-nb.info/gnd/12840194X",,"Haghe, Louis ; http://d-nb.info/gnd/136781640",,,,,,,TravelogueE19 Orient,,1208210-F.4 MAG,ZFID,
AC15248525,AC15248525,9958531680403338,,,"Roberts, David ; http://d-nb.info/gnd/118601520",<<The>> Holy Land,,"<<The>> Holy Land $ Syria, Idumea, Arabia, Egypt, et Nubia. $ from drawings made on the spot by David Roberts. With historical descriptions. by George Croly. Lithographed by Louis Haghe",Vol. 1,,London,,,Moon,,,1842,1842,"[6] Bl., 30 S., [63] Bl.",zahlr. Ill.,,,,,,,,eng,,,,,,,"Croly, George ; http://d-nb.info/gnd/119034409",,"Haghe, Louis ; http://d-nb.info/gnd/136781640",,,,,,,TravelogueE19 Orient,,1208210-F.1 MAG,ZFID,
AC15248541,AC15248541,9958531680203338,,,"Roberts, David ; http://d-nb.info/gnd/118601520",<<The>> Holy Land,,"<<The>> Holy Land $ Syria, Idumea, Arabia, Egypt, et Nubia. $ from drawings made on the spot by David Roberts. With historical descriptions. by George Croly. Lithographed by Louis Haghe",Vol. 2,,London,,,Moon,,,1843,1843,[65] Bl.,zahlr. Ill.,,,,"Bibliografischer Nachweis: Weber, Voyages and Travels (1952),",,,,eng,,,,,,,"Croly, George ; http://d-nb.info/gnd/119034409",,"Haghe, Louis ; http://d-nb.info/gnd/136781640",,,,,,,TravelogueE19 Asien Afrika $ TravelogueE19 Orient,,1208210-F.2 MAG,ZFID,
AC15248555,AC15248555,9958531680103338,,,"Roberts, David ; http://d-nb.info/gnd/118601520",<<The>> Holy Land,,"<<The>> Holy Land $ Syria, Idumea, Arabia, Egypt, et Nubia. $ from drawings made on the spot by David Roberts. With historical descriptions. by George Croly. Lithographed by Louis Haghe",Vol. 3,,London,,,Moon,,,1849,1849,"[1] Bl., 2 S., [55] Bl.","zahlr. Ill., Kt.",,,,,,,,eng,,,,,,,"Croly, George ; http://d-nb.info/gnd/119034409",,"Haghe, Louis ; http://d-nb.info/gnd/136781640",,,,,,,TravelogueE19 Orient,,1208210-F.3 MAG,ZFID,
AC11020502,AC11020502,990043900840603338,,,,,,"Illustrations Of The Exodus $ Consisting Of The Following Views, From Drawings, Taken On The Spot, During a Journes in Arabia Petræa, In The Year 1828. Plate I. Mount Horeb. Plate II. The Convent At Mount Sinai. Plate III. The Chapel Over Elijah's Cave. Plate IV. The Summit Of Mount Sinai. Plate V. The Rock In Rephidim. Plate VI. Mount Sinai",,,London $ Paris,,,Henry Colburn And Richard Bentley $ Giraldon Bovinet And Co.,Colburn & Bentley,,1830,1830,[18] Bl.,zahlr. Ill.,,,,,,,,eng,,,,,,,,,,,,,,,,,,274790-E MAG,ZFID,
